notification_no,work_order_no,notification_date,order_created_date,completion_date,functional_location,equipment_tag,equipment_description,equipment_class,priority,status,craft,process_upset,failure_mode,failure_code,cause_code,outage_required,labor_hours,material_cost_usd,notification_short_text,notification_long_text
10450368,40870368,2022-11-18,2022-11-18,2022-11-18,U400-DEETHANIZER-500,E-502,deethanizer overhead condenser,condenser,P2,CLSD,OPS+INST,feed_flow_step,high press,PERF,FOUL,N,4.3,15369.72,chk E-502 - high press frm ops,"days called for E-502 deethanizer overhead condenser, column dp high seen during feed flow step. Foud high press; condensing duty poor. History shows same complain last mnth. reset trip and monitored for 2 hrs. still little hunting but acceptable. notif made by ops, maint attended same shift."
10450369,40870369,2022-11-25,2022-11-25,2022-11-30,U400-DEETHANIZER-500,PSV-501A,column relief valve A,relief,P3,COMP,MECH,pressure_control_fault,due to lift chk,LIFT_EVENT,PROCESS,N,14.4,6164.13,"PSV-501A due to lift chk again, prod upset","days called for PSV-501A column relief vavle A, flare vavle checked seen during pressure control fault. Foud due to lift chk; after pressure excursion. Tag plate dirty, confirmd by line up with panel. reset trip and monitored for 2 hrs. unit stable now. notif made by ops, maint attended same shift."
10450370,40870370,2022-11-21,2022-11-21,2022-11-22,U400-DEETHANIZER-500,P-501A,reflux pump A,pump,P1,TECO,ANLYZR,reboiler_duty_loss,vib high,VIB,ALIGN,N,13.3,11509.36,"P-501A tray temp low, vib high","days called for P-501A reflux pump A, low heat seen during reboiler duty loss. Foud vib high; coupling align or cavitation. flushed impulse/sample line. ops says ok for now. notif made by ops, maint attended same shift."
10450371,40870371,2022-11-24,2022-11-24,2022-11-24,U400-DEETHANIZER-500,AIT-501,overhead C2 analyzer,analyzer,P3,TECO,OPS+INST,condenser_fouling,bad gc cycle,NO_ANALYSIS,ELEC,N,4.6,1378.49,chk AIT-501 - bad gc cycle frm ops,"A shift called for AIT-501 overhead C2 analyzer, pic wide open seen during condenser fouling. Foud bad gc cycle; cycle abort. cleaned and put back online. ops says ok for now. notif made by ops, maint attended same shift."
10450372,40870372,2022-11-29,2022-11-29,2022-11-30,U400-DEETHANIZER-500,E-503,feed bottoms exchanger,exchanger,P2,COMP,OPS+MECH,feed_temperature_ramp,plugged pass,PLUG,FOUL,Y,23.3,15155.11,"E-503 plugged pass again, prod upset","night called for E-503 feed bottoms exchanger, feed temp high seen during feed temperature ramp. Foud plugged pass; flow restricted. Line was hot so job done slow and with ops standing by. stroke tested, response better. still little hunting but acceptable. notif made by ops, maint attended same shift."
10450373,40870373,2022-12-01,2022-12-03,2022-12-04,U400-DEETHANIZER-500,TT-501B,sensitive tray temperature tx,instrument,P3,COMP,OPS+INST,feed_temperature_ramp,no signal,NO_SIGNAL,ELEC,N,9.9,5173.87,"TT-501B spec off, no signal","B shift called for TT-501B sensitive tray temperature tx, ovhd press moving seen during feed temperature ramp. Foud no signal; 24v or card issue. History shows same complain last mnth. tightened fittings, leak test ok. unit stable now. notif made by ops, maint attended same shift."
10450374,40870374,2022-11-30,2022-12-01,2022-12-04,U400-DEETHANIZER-500,E-503,feed bottoms exchanger,exchanger,P3,COMP,ANLYZR,feed_flow_step,plugged pass,PLUG,FOUL,N,7.0,1703.74,"E-503 column dp high, plugged pass","A shift called for E-503 feed bottoms exchanger, feed jump seen during feed flow step. Foud plugged pass; flow restricted. Could not get permit first time waiting area gas test. opened strainer, cleaned black sludge. still little hunting but acceptable. notif made by ops, maint attended same shift."
10450375,40870375,2022-12-04,2022-12-04,2022-12-05,U400-DEETHANIZER-500,V-501,deethanizer reflux drum,vessel,P3,CLSD,MECH,reboiler_duty_loss,level swing,LVL_SWING,CTRL,N,15.2,3570.37,chk V-501 - level swing frm ops,"B shift called for V-501 deethanizer reflux drum, rb circ cold seen during reboiler duty loss. Foud level swing; lt/lic problem. Tag plate dirty, confirmd by line up with panel. tightened fittings, leak test ok. still little hunting but acceptable. notif made by ops, maint attended same shift."
10450376,40870376,2022-12-05,2022-12-06,2022-12-07,U400-DEETHANIZER-500,TT-503,reboiler outlet temperature tx,instrument,P2,CLSD,OPS+INST,reboiler_duty_loss,impulse plugged,PLUG,PROCESS,N,2.6,474.45,TT-503 impulse plugged pls chk,"night called for TT-503 reboiler outlet temp tx, rb circ cold seen during reboiler duty loss. Foud impulse plugged; tap/line dirty. tightened fittings, leak test ok. readng close to dcs after job. notif made by ops, maint attended same shift."
10450377,40870377,2022-12-02,2022-12-03,2022-12-04,U400-DEETHANIZER-500,TT-503,reboiler outlet temperature tx,instrument,P2,TECO,E&I,reboiler_duty_loss,loose wire,SIGNAL,ELEC,N,7.9,3301.02,"TT-503 low heat, loose wire","night called for TT-503 rebiler outlet temperature tx, steam/hm valve no resp seen during rebiler duty loss. Foud loose wire; term loose. tightened fittings, leak test ok. ops says ok for now. notif made by ops, maint attended same shift."
10450378,40870378,2022-12-05,2022-12-05,2022-12-10,U400-DEETHANIZER-500,FT-502,reflux flow transmitter,instrument,P3,TECO,ANLYZR,reflux_pump_degradation,no signal,NO_SIGNAL,ELEC,N,8.3,5651.71,chk FT-502 - no signal frm ops,"A shift called for FT-502 reflux flow transmitter, seal weep seen during reflux pump degradation. Foud no signal; 24v or card issue. cleaned and put back online. need watch next feed swing. notif made by ops, maint attended same shift."
10450379,40870379,2022-12-07,2022-12-08,2022-12-09,U400-DEETHANIZER-500,TV-501,reboiler hot medium valve,control_valve,P2,CLSD,ANLYZR,reboiler_duty_loss,hunting loop,CTRL_OSC,TUNE,N,2.2,3166.81,"TV-501 steam/hm vavle no resp, hunting loop","A shift called for TV-501 reboiler hot medium valve, steam/hm valve no resp seen during reboiler duty loss. Foud hunting loop; bad response after upset. No spare in store at first, used refurb one from shop. opened strainer, cleaned black sludge. temp repair only, plan shutdown job. notif made by ops, maint attended same shift."
10450380,40870380,2022-12-06,2022-12-06,2022-12-06,U400-DEETHANIZER-500,LV-501,reflux drum level valve,control_valve,P2,TECO,OPS+INST,reboiler_duty_loss,air leak,AIR_LEAK,TUBING,Y,22.1,1985.68,chk LV-501 - air leak frm ops,"A shift called for LV-501 reflux drum level valve, tray temp low seen during rebiler duty loss. Foud air leak; positioner supply drop. stroke tested, response better. unit stable now. notif made by ops, maint attended same shift."
10450381,40870381,2022-12-09,2022-12-09,2022-12-16,U400-DEETHANIZER-500,PSV-501B,column relief valve B,relief,P3,TECO,INST,pressure_control_fault,due to lift chk,LIFT_EVENT,PROCESS,N,15.0,1458.05,"PSV-501B pshh close call, due to lift chk","days called for PSV-501B column relief valve B, pic unstable seen during pressure control fault. Foud due to lift chk; after pressure excursion. No spare in store at first, used refurb one from shop. changed gasket and boxed up. temp repair only, plan shutdown job. notif made by ops, maint attended same shift."
10450382,40870382,2022-12-11,2022-12-11,2022-12-16,U400-DEETHANIZER-500,PSV-501B,column relief valve B,relief,P1,TECO,ROT,pressure_control_fault,due to lift chk,LIFT_EVENT,PROCESS,N,13.1,858.23,chk PSV-501B - due to lift chk frm ops,"days called for PSV-501B column relief valve B, press spike seen during pressure control fault. Foud due to lift chk; after pressure excursion. stroke tested, response better. need watch next feed swing. notif made by ops, maint attended same shift."
10450383,40870383,2022-12-11,2022-12-11,2022-12-12,U400-DEETHANIZER-500,TV-501,reboiler hot medium valve,control_valve,P3,COMP,ROT,feed_temperature_ramp,air leak,AIR_LEAK,TUBING,N,12.2,4327.51,TV-501 not ok after feed temperature ramp,"days called for TV-501 reboiler hot medium valve, spec off seen during feed temperature ramp. Foud air leak; positioner supply drop. cleaned and put back online. readng close to dcs after job. notif made by ops, maint attended same shift."
10450384,40870384,2022-12-17,2022-12-18,2022-12-21,U400-DEETHANIZER-500,P-501A,reflux pump A,pump,P4,CLSD,OPS+MECH,reflux_pump_degradation,vib high,VIB,ALIGN,N,17.4,8247.79,"P-501A vib high again, prod upset","B shift called for P-501A reflux pump A, seal weep seen during reflux pump degradation. Foud vib high; coupling align or cavitation. Could not get permit first time waiting area gas test. calibrated, loop checked with CCR. no leak at handover. notif made by ops, maint attended same shift."
10450385,40870385,2022-12-16,2022-12-18,2022-12-19,U400-DEETHANIZER-500,FT-502,reflux flow transmitter,instrument,P4,TECO,E&I,reflux_pump_degradation,no signal,NO_SIGNAL,ELEC,N,13.4,3222.54,"FT-502 no signal again, prod upset","A shift called for FT-502 reflux flow transmitter, min flow hot seen during reflux pump degradation. Foud no signal; 24v or card issue. reset trip and monitored for 2 hrs. temp repair only, plan shutdown job. notif made by ops, maint attended same shift."
10450386,40870386,2022-12-16,2022-12-16,2022-12-17,U400-DEETHANIZER-500,TV-502,condenser cooling valve,control_valve,P4,CLSD,OPS+MECH,condenser_fouling,stiction,STICK,PACKING,N,2.2,1442.18,TV-502 stiction asap,"A shift called for TV-502 condenser cooling valve, cond not pullng seen during condenser fouling. Foud stiction; stem sticky and pos err. History shows same complain last mnth. replaced positioner tubing and retuned small. unit stable now. notif made by ops, maint attended same shift."
10450387,40870387,2022-12-19,2022-12-20,2022-12-25,U400-DEETHANIZER-500,FV-501,feed flow control valve,control_valve,P3,CLSD,VALVE,valve_stiction,stiction,STICK,PACKING,N,15.0,1188.35,FV-501 not ok after valve stiction,"C shift called for FV-501 feed flow ctrl valve, position bad seen during valve stiction. Foud stiction; stem sticky and pos err. opened strainer, cleaned black sludge. temp repair only, plan shutdown job. notif made by ops, maint attended same shift."
10450388,40870388,2022-12-19,2022-12-19,2022-12-21,U400-DEETHANIZER-500,E-501,deethanizer reboiler,reboiler,P2,COMP,E&I,reboiler_duty_loss,circ poor,NO_FLOW,PLUG,N,4.0,10538.27,"E-501 steam/hm valve no resp, circ poor","days called for E-501 deethanizer reboiler, rb circ cold seen during reboiler duty loss. Foud circ poor; blocked inlet screen. changed gasket and boxed up. temp repair only, plan shutdown job. notif made by ops, maint attended same shift."
10450389,40870389,2022-12-24,2022-12-24,2022-12-25,U400-DEETHANIZER-500,PT-501,column overhead pressure tx,instrument,P3,TECO,E&I,condenser_fouling,no signal,NO_SIGNAL,ELEC,N,12.1,2177.2,PT-501 no signal again,"days called for PT-501 column overhead pressure tx, high ovhd press seen during condenser fouling. Foud no signal; 24v or card issue. stroke tested, response better. readng close to dcs after job. notif made by ops, maint attended same shift."
10450390,40870390,2022-12-21,2022-12-22,2022-12-22,U400-DEETHANIZER-500,E-502,deethanizer overhead condenser,condenser,P2,CLSD,ROT,condenser_fouling,high press,PERF,FOUL,Y,17.1,6896.38,chk E-502 - high press frm ops,"C shift called for E-502 deethanizer overhead condenser, cond not pullng seen during condenser fouling. Foud high press; condensing duty poor. stroke tested, response better. ops says ok for now. notif made by ops, maint attended same shift."
10450391,40870391,2022-12-22,2022-12-24,2022-12-25,U400-DEETHANIZER-500,TT-501B,sensitive tray temperature tx,instrument,P3,TECO,INST,reboiler_duty_loss,no signal,NO_SIGNAL,ELEC,N,17.1,3692.17,chk TT-501B - no signal frm ops,"C shift called for TT-501B sensitive tray temperature tx, rb circ cold seen during rebiler duty loss. Foud no signal; 24v or card issue. swapped to standby and repaired. unit stable now. notif made by ops, maint attended same shift."
10450392,40870392,2022-12-23,2022-12-24,2022-12-24,U400-DEETHANIZER-500,FV-501,feed flow control valve,control_valve,P3,CLSD,MECH,normal_wear,not stroking,NO_TRAVEL,ACT,N,15.6,5092.73,FV-501 not stroking after upset,"C shift called for FV-501 feed flow control valve, leak seen during normal wear. Foud not stroking; actuator weak. History shows same complain last mnth. cleaned and put back online. no leak at handover. notif made by ops, maint attended same shift."
10450393,40870393,2022-12-29,2022-12-29,2022-12-29,U400-DEETHANIZER-500,E-503,feed bottoms exchanger,exchanger,P3,TECO,MECH,feed_temperature_ramp,temp approach bad,PERF,FOUL,N,15.1,977.62,E-503 temp approach bad asap,"night called for E-503 feed bottoms exchanger, ovhd press moving seen during feed temperature ramp. Foud temp approach bad; heat transfer loss. changed gasket and boxed up. need watch next feed swing. notif made by ops, maint attended same shift."
10450394,40870394,2022-12-28,2022-12-29,2022-12-31,U400-DEETHANIZER-500,FV-502,reflux flow control valve,control_valve,P1,TECO,INST,feed_temperature_ramp,hunting loop,CTRL_OSC,TUNE,N,2.9,419.52,FV-502 not ok after feed temperature ramp,"C shift called for FV-502 reflux flow control vavle, tray temp drift seen during feed temperature ramp. Foud hunting loop; bad response after upset. stroke tested, response better. still little hunting but acceptable. notif made by ops, maint attended same shift."
10450395,40870395,2022-12-29,2022-12-29,2022-12-31,U400-DEETHANIZER-500,P-501B,reflux pump B,pump,P1,TECO,INST,normal_wear,seal leak,MECH_SEAL,SEAL,N,14.2,3824.45,P-501B seal leak asap,"night called for P-501B reflux pump B, pm foud defect seen during normal wear. Foud seal leak; seal face worn / dry run signs. changed gasket and boxed up. ops says ok for now. notif made by ops, maint attended same shift."
10450396,40870396,2023-01-01,2023-01-01,2023-01-04,U400-DEETHANIZER-500,PV-501,column pressure control valve,control_valve,P2,TECO,INST,pressure_control_fault,passing,LEAK_BY,SEAT,N,16.0,3935.78,PV-501 passing ops req,"B shift called for PV-501 column pressure control valve, pshh close call seen during pressure control fault. Foud passing; seat leak by. stroke tested, response better. no leak at handover. notif made by ops, maint attended same shift."
10450397,40870397,2023-01-01,2023-01-03,2023-01-08,U400-DEETHANIZER-500,FV-502,reflux flow control valve,control_valve,P3,COMP,INST,reflux_pump_degradation,air leak,AIR_LEAK,TUBING,N,6.6,559.11,FV-502 not ok after reflux pump degradation,"night called for FV-502 reflux flow ctrl valve, low reflux seen during reflux pump degradation. Foud air leak; positioner supply drop. stroke tested, response better. unit stable now. notif made by ops, maint attended same shift."
10450398,40870398,2023-01-06,2023-01-06,2023-01-06,U400-DEETHANIZER-500,E-501,deethanizer reboiler,reboiler,P2,TECO,MECH,reboiler_duty_loss,fouled bundle,FOULING,PROCESS,N,4.4,14877.78,E-501 not ok after reboiler duty loss,"days called for E-501 deethanizer reboiler, c2 in btm seen during reboiler duty loss. Foud fouled bundle; bottoms side dirty. No spare in store at first, used refurb one from shop. opened strainer, cleaned black sludge. still little hunting but acceptable. notif made by ops, maint attended same shift."
